Incident_Type,date,time,ampm,Year,Data Type,Subject_Race,Subject_Sex,Subject_Ethnicity,Block Address,Incident Location District,Incident Location PSA,Age
Stop & Frisk,10/27/17,11:12:19,PM,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF BRENTWOOD ROAD NE,5D,505,21
Stop & Frisk,10/27/17,11:13:19,PM,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF DELAWARE AVENUE SW,1D,105,18
Stop & Frisk,10/27/17,11:21:16,PM,2017,Person,Black,Male,Unknown,1500 BLOCK OF NEAL STREET NE,5D,507,Juvenile
Stop & Frisk,10/27/17,11:49:02,PM,2017,Person,Unknown,Male,Unknown,1300 BLOCK OF SAVANNAH STREET SE,7D,705,25
Stop & Frisk,10/28/17,3:53:16,AM,2017,Person,White,Male,Hispanic Or Latino,700 BLOCK OF KENYON STREET NW,3D,302,24
Stop & Frisk,10/28/17,3:59:11,AM,2017,Person,Black,Male,Not Hispanic Or Latino,3900 BLOCK OF BENNING ROAD NE,6D,602,52
Stop & Frisk,10/28/17,4:46:13,AM,2017,Person,White,Male,Not Hispanic Or Latino,1600 BLOCK OF 17TH STREET NW,3D,301,24
Stop & Frisk,10/28/17,4:46:13,AM,2017,Person,Black,Male,Not Hispanic Or Latino,1600 BLOCK OF 17TH STREET NW,3D,301,26
Stop & Frisk,10/28/17,4:57:25,AM,2017,Person,Black,Male,Not Hispanic Or Latino,700 BLOCK OF V STREET NW,3D,306,36
Stop & Frisk,10/28/17,4:57:25,AM,2017,Person,Black,Male,Not Hispanic Or Latino,700 BLOCK OF V STREET NW,3D,306,39
Stop & Frisk,10/28/17,4:58:51,AM,2017,Person,White,Female,Not Hispanic Or Latino,1000 BLOCK OF WISCONSIN AVENUE NW,2D,206,22
Stop & Frisk,10/28/17,4:58:51,AM,2017,Person,White,Male,Not Hispanic Or Latino,1000 BLOCK OF WISCONSIN AVENUE NW,2D,206,23
Stop & Frisk,10/28/17,4:58:51,AM,2017,Person,White,Male,Not Hispanic Or Latino,1000 BLOCK OF WISCONSIN AVENUE NW,2D,206,24
Stop & Frisk,10/28/17,4:58:51,AM,2017,Person,Unknown,Male,Not Hispanic Or Latino,1000 BLOCK OF WISCONSIN AVENUE NW,2D,206,26
Stop & Frisk,10/28/17,4:58:51,AM,2017,Person,White,Male,Not Hispanic Or Latino,1000 BLOCK OF WISCONSIN AVENUE NW,2D,206,27
Stop & Frisk,10/28/17,5:05:01,AM,2017,Person,Black,Male,Not Hispanic Or Latino,3600 BLOCK OF MINNESOTA AVENUE SE,6D,603,18
Stop & Frisk,10/28/17,5:05:01,AM,2017,Person,Black,Male,Not Hispanic Or Latino,3600 BLOCK OF MINNESOTA AVENUE SE,6D,603,21
Stop & Frisk,10/28/17,5:05:01,AM,2017,Person,Black,Male,Not Hispanic Or Latino,3600 BLOCK OF MINNESOTA AVENUE SE,6D,603,27
Stop & Frisk,10/28/17,12:12:38,PM,2017,Person,White,Male,Hispanic Or Latino,700 BLOCK OF KENNEDY STREET NW,4D,403,40
Stop & Frisk,10/28/17,2:36:23,PM,2017,Person,Black,Male,Not Hispanic Or Latino,100 BLOCK OF 19TH STREET SE,1D,108,25
Stop & Frisk,10/28/17,3:23:22,PM,2017,Person,Black,Female,Not Hispanic Or Latino,1100 BLOCK OF CONNECTICUT AVENUE NW,2D,207,Juvenile
Stop & Frisk,10/28/17,3:23:22,PM,2017,Person,Black,Male,Not Hispanic Or Latino,1100 BLOCK OF CONNECTICUT AVENUE NW,2D,207,Juvenile
Stop & Frisk,10/28/17,5:26:22,PM,2017,Person,Black,Male,Not Hispanic Or Latino,1600 BLOCK OF C STREET NE,1D,108,21
Stop & Frisk,10/28/17,6:42:41,PM,2017,,,,,800 BLOCK OF N STREET NW,3D,308,
Stop & Frisk,10/28/17,7:37:53,PM,2017,Person,Black,Male,Not Hispanic Or Latino,F STREET NW,1D,102,20
Stop & Frisk,10/28/17,7:37:53,PM,2017,Person,Black,Male,Unknown,F STREET NW,1D,102,27
Stop & Frisk,10/28/17,9:46:29,PM,2017,Person,Black,Male,Unknown,4500 BLOCK OF EAST CAPITOL STREET NE,6D,608,31
Stop & Frisk,10/28/17,11:53:50,PM,2017,Person,Black,Male,Unknown,900 BLOCK OF 52ND STREET NE,6D,608,19
Stop & Frisk,10/28/17,11:53:50,PM,2017,Person,Black,Male,Not Hispanic Or Latino,900 BLOCK OF 52ND STREET NE,6D,608,22
Stop & Frisk,10/28/17,11:53:50,PM,2017,Person,Black,Male,Not Hispanic Or Latino,900 BLOCK OF 52ND STREET NE,6D,608,22
Stop & Frisk,10/28/17,11:56:18,PM,2017,Person,Black,Male,Not Hispanic Or Latino,5000 BLOCK OF QUEEN'S STROLL PLACE SE,6D,604,50
Stop & Frisk,10/29/17,12:09:40,AM,2017,Person,Black,Male,Not Hispanic Or Latino,4300 BLOCK OF 3RD STREET SE,7D,706,Juvenile
Stop & Frisk,10/29/17,1:54:30,AM,2017,Person,White,Male,Hispanic Or Latino,500 BLOCK OF CRITTENDEN STREET NW,4D,407,36
Stop & Frisk,10/29/17,4:40:01,AM,2017,Person,Black,Male,Not Hispanic Or Latino,1000 BLOCK OF 12TH STREET NW,1D,101,31
Stop & Frisk,10/29/17,5:07:41,AM,2017,Person,Black,Male,Not Hispanic Or Latino,1000 BLOCK OF U STREET NW,3D,305,40
Stop & Frisk,10/29/17,2:57:44,PM,2017,Person,Black,Male,Unknown,3000 BLOCK OF 15TH STREET NW,3D,302,54
Stop & Frisk,10/29/17,9:26:32,PM,2017,Person,Black,Female,Unknown,1900 BLOCK OF 14TH STREET NW,3D,305,30
Stop & Frisk,10/29/17,9:26:32,PM,2017,Person,Black,Female,Unknown,1900 BLOCK OF 14TH STREET NW,3D,305,33
Stop & Frisk,10/29/17,10:59:53,PM,2017,Person,Black,Male,Unknown,5800 BLOCK OF SOUTHERN AVENUE SE,6D,604,29
Stop & Frisk,10/30/17,12:03:18,AM,2017,Person,Black,Male,Not Hispanic Or Latino,1700 BLOCK OF COLUMBIA ROAD NW,3D,303,67
Stop & Frisk,10/31/17,12:11:25,AM,2017,Person,Black,Male,Not Hispanic Or Latino,700 BLOCK OF ATLANTIC STREET SE,7D,706,23
Stop & Frisk,10/31/17,1:06:18,AM,2017,Person,Black,Male,Unknown,3000 BLOCK OF NAYLOR ROAD SE,7D,702,34
Stop & Frisk,10/31/17,1:06:18,AM,2017,Person,Black,Male,Unknown,3000 BLOCK OF NAYLOR ROAD SE,7D,702,50
Stop & Frisk,10/31/17,1:06:18,AM,2017,Person,Black,Male,Not Hispanic Or Latino,3000 BLOCK OF NAYLOR ROAD SE,7D,702,54
Stop & Frisk,10/31/17,1:20:31,AM,2017,Person,Black,Male,Not Hispanic Or Latino,700 BLOCK OF 8TH STREET NW,1D,102,18
Stop & Frisk,10/31/17,3:35:51,AM,2017,Person,Black,Male,Not Hispanic Or Latino,1200 BLOCK OF NORTH CAPITOL STREET NW,1D,107,27
Stop & Frisk,10/31/17,3:35:51,AM,2017,Person,Black,Male,Not Hispanic Or Latino,1200 BLOCK OF NORTH CAPITOL STREET NW,1D,107,34
Stop & Frisk,10/31/17,3:35:51,AM,2017,Person,Black,Male,Not Hispanic Or Latino,1200 BLOCK OF NORTH CAPITOL STREET NW,1D,107,35
Stop & Frisk,10/31/17,2:46:11,PM,2017,Person,Black,Male,Unknown,4300 BLOCK OF ALBEMARLE STREET NW,2D,202,Unknown
Stop & Frisk,10/31/17,2:46:11,PM,2017,Person,Black,Male,Unknown,4300 BLOCK OF ALBEMARLE STREET NW,2D,202,Unknown
Stop & Frisk,10/31/17,9:11:19,PM,2017,Person,Black,Male,Not Hispanic Or Latino,700 BLOCK OF UPSAL STREET SE,7D,705,19
Stop & Frisk,10/31/17,10:47:32,PM,2017,Person,Black,Male,Not Hispanic Or Latino,700 BLOCK OF 12TH STREET SE,1D,106,19
Stop & Frisk,10/31/17,10:47:32,PM,2017,Person,Black,Male,Unknown,700 BLOCK OF 12TH STREET SE,1D,106,Juvenile
Stop & Frisk,10/31/17,10:47:32,PM,2017,Person,Black,Male,Not Hispanic Or Latino,700 BLOCK OF 12TH STREET SE,1D,106,Juvenile
Stop & Frisk,10/31/17,10:49:35,PM,2017,Person,Black,Male,Not Hispanic Or Latino,2000 BLOCK OF 11TH STREET NW,3D,305,19
Stop & Frisk,10/31/17,10:49:35,PM,2017,Person,Black,Male,Not Hispanic Or Latino,2000 BLOCK OF 11TH STREET NW,3D,305,20
Stop & Frisk,10/31/17,10:49:35,PM,2017,Person,Black,Male,Unknown,2000 BLOCK OF 11TH STREET NW,3D,305,20
Stop & Frisk,10/31/17,10:49:35,PM,2017,Person,Black,Male,Not Hispanic Or Latino,2000 BLOCK OF 11TH STREET NW,3D,305,Juvenile
Stop & Frisk,11/1/17,3:34:33,AM,2017,Person,Black,Male,Not Hispanic Or Latino,3300 BLOCK OF WATER STREET NW,2D,206,18
Stop & Frisk,11/1/17,3:34:33,AM,2017,Person,Black,Male,Not Hispanic Or Latino,3300 BLOCK OF WATER STREET NW,2D,206,18
Stop & Frisk,11/1/17,3:34:33,AM,2017,Person,Black,Male,Unknown,3300 BLOCK OF WATER STREET NW,2D,206,18
Stop & Frisk,11/1/17,3:34:33,AM,2017,Person,Black,Male,Unknown,3300 BLOCK OF WATER STREET NW,2D,206,20
Stop & Frisk,11/1/17,4:59:01,AM,2017,Person,Black,Male,Not Hispanic Or Latino,1900 BLOCK OF 9TH STREET NW,3D,305,23
Stop & Frisk,11/1/17,4:59:01,AM,2017,Person,Black,Female,Not Hispanic Or Latino,1900 BLOCK OF 9TH STREET NW,3D,305,23
Stop & Frisk,11/1/17,4:59:01,AM,2017,Person,Unknown,Male,Unknown,1900 BLOCK OF 9TH STREET NW,3D,305,23
Stop & Frisk,11/1/17,4:59:01,AM,2017,Person,Black,Male,Unknown,1900 BLOCK OF 9TH STREET NW,3D,305,Unknown
Stop & Frisk,11/1/17,4:59:01,AM,2017,Person,Black,Male,Unknown,1900 BLOCK OF 9TH STREET NW,3D,305,Unknown
Stop & Frisk,11/1/17,4:59:01,AM,2017,Person,Black,Male,Unknown,1900 BLOCK OF 9TH STREET NW,3D,305,Unknown
Stop & Frisk,11/1/17,11:38:02,AM,2017,Person,Black,Male,Not Hispanic Or Latino,4300 BLOCK OF NANNIE HELEN BURROUGHS AVENUE NE,6D,602,Juvenile
Stop & Frisk,11/1/17,11:55:11,AM,2017,Person,Black,Male,Unknown,3400 BLOCK OF 22ND STREET SE,7D,704,28
Stop & Frisk,11/1/17,3:38:01,PM,2017,Person,Black,Male,Unknown,6100 BLOCK OF BANKS PLACE NE,6D,608,Unknown
Stop & Frisk,11/1/17,6:42:52,PM,2017,Person,Black,Male,Not Hispanic Or Latino,700 BLOCK OF QUINCY STREET NW,4D,407,27
Stop & Frisk,11/1/17,7:34:05,PM,2017,Person,Black,Male,Not Hispanic Or Latino,2800 BLOCK OF ALABAMA AVENUE SE,6D,606,52
Stop & Frisk,11/1/17,7:36:07,PM,2017,Person,Black,Male,Not Hispanic Or Latino,500 BLOCK OF I STREET NW,1D,102,48
Stop & Frisk,11/1/17,9:04:06,PM,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF H STREET NE,1D,104,26
Stop & Frisk,11/1/17,9:22:10,PM,2017,Person,Black,Male,Not Hispanic Or Latino,200 BLOCK OF FLORIDA AVENUE NW,5D,501,40
Stop & Frisk,11/1/17,9:47:07,PM,2017,Person,Black,Male,Not Hispanic Or Latino,4000 BLOCK OF 5TH STREET NW,4D,407,32
Stop & Frisk,11/1/17,9:47:07,PM,2017,Person,Black,Female,Not Hispanic Or Latino,4000 BLOCK OF 5TH STREET NW,4D,407,56
Stop & Frisk,11/1/17,11:43:20,PM,2017,Person,Black,Male,Not Hispanic Or Latino,7800 BLOCK OF GEORGIA AVENUE NW,4D,401,32
Stop & Frisk,11/2/17,12:06:09,AM,2017,Person,Black,Male,Not Hispanic Or Latino,2400 BLOCK OF MARKET STREET NE,5D,503,Juvenile
Stop & Frisk,11/2/17,12:06:09,AM,2017,Person,Black,Male,Not Hispanic Or Latino,2400 BLOCK OF MARKET STREET NE,5D,503,Juvenile
Stop & Frisk,11/2/17,12:06:09,AM,2017,Person,Black,Male,Not Hispanic Or Latino,2400 BLOCK OF MARKET STREET NE,5D,503,Juvenile
Stop & Frisk,11/2/17,12:20:50,AM,2017,Person,Black,Male,Unknown,2200 BLOCK OF NEW YORK AVENUE NE,5D,505,41
Stop & Frisk,11/2/17,12:20:50,AM,2017,Person,Black,Male,Not Hispanic Or Latino,2200 BLOCK OF NEW YORK AVENUE NE,5D,505,53
Stop & Frisk,11/2/17,1:38:21,AM,2017,Person,Black,Male,Not Hispanic Or Latino,1500 BLOCK OF BUTLER STREET SE,7D,701,35
Stop & Frisk,11/2/17,7:51:28,AM,2017,Person,Black,Male,Unknown,3400 BLOCK OF MINNESOTA AVENUE SE,6D,603,25
Stop & Frisk,11/2/17,9:16:56,AM,2017,Person,Black,Male,Not Hispanic Or Latino,2900 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,7D,705,41
Stop & Frisk,11/2/17,9:46:57,AM,2017,Person,Black,Male,Not Hispanic Or Latino,1500 BLOCK OF ANACOSTIA AVENUE NE,6D,601,Unknown
Stop & Frisk,11/2/17,9:46:57,AM,2017,Person,Black,Male,Not Hispanic Or Latino,1500 BLOCK OF ANACOSTIA AVENUE NE,6D,601,Unknown
Stop & Frisk,11/2/17,2:11:49,PM,2017,Person,Black,Male,Not Hispanic Or Latino,6500 BLOCK OF PINEY BRANCH ROAD NW,4D,402,25
Stop & Frisk,11/2/17,2:11:49,PM,2017,Person,Black,Male,Not Hispanic Or Latino,6500 BLOCK OF PINEY BRANCH ROAD NW,4D,402,35
Stop & Frisk,11/2/17,8:53:38,PM,2017,Person,Black,Male,Not Hispanic Or Latino,1500 BLOCK OF DOWNING STREET NE,5D,505,22
Stop & Frisk,11/2/17,10:05:37,PM,2017,Person,Black,Male,Not Hispanic Or Latino,3100 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,7D,707,Juvenile
Stop & Frisk,11/2/17,11:19:20,PM,2017,Person,Black,Male,Unknown,3400 BLOCK OF GEORGIA AVENUE NW,3D,302,55
Stop & Frisk,11/3/17,12:06:51,AM,2017,Person,Unknown,Male,Unknown,2800 BLOCK OF ALABAMA AVENUE SE,7D,702,46
Stop & Frisk,11/3/17,12:06:51,AM,2017,Person,Black,Male,Not Hispanic Or Latino,2800 BLOCK OF ALABAMA AVENUE SE,7D,702,Unknown
Stop & Frisk,11/3/17,12:09:42,AM,2017,Person,Black,Male,Not Hispanic Or Latino,800 BLOCK OF YUMA STREET SE,7D,706,22
Stop & Frisk,11/3/17,12:50:21,AM,2017,Person,Black,Male,Unknown,1200 BLOCK OF NEW YORK AVENUE NW,1D,101,28
Stop & Frisk,11/3/17,2:14:59,AM,2017,Person,Black,Male,Unknown,300 BLOCK OF DELAFIELD PLACE NW,4D,407,23
Stop & Frisk,11/3/17,3:28:44,AM,2017,Person,Black,Male,Not Hispanic Or Latino,2300 BLOCK OF 11TH STREET NW,3D,304,18
Stop & Frisk,11/3/17,3:38:23,AM,2017,Person,Black,Male,Not Hispanic Or Latino,1200 BLOCK OF 35TH STREET NW,2D,206,18
Stop & Frisk,11/3/17,2:15:03,PM,2017,Person,Black,Male,Unknown,900 BLOCK OF RHODE ISLAND AVENUE NE,5D,504,Juvenile
Stop & Frisk,11/3/17,2:28:43,PM,2017,Person,Black,Female,Not Hispanic Or Latino,6600 BLOCK OF GEORGIA AVENUE NW,4D,402,Juvenile
Stop & Frisk,11/3/17,3:07:22,PM,2017,Person,Black,Male,Unknown,6700 BLOCK OF 16TH STREET NW,4D,401,60
Stop & Frisk,11/3/17,3:49:48,PM,2017,Person,Black,Male,Not Hispanic Or Latino,1100 BLOCK OF 1ST TERRACE NW,1D,103,55
Stop & Frisk,11/3/17,9:18:40,PM,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF SARATOGA AVENUE NE,5D,505,23
Stop & Frisk,11/4/17,2:45:54,AM,2017,Person,Unknown,Male,Not Hispanic Or Latino,800 BLOCK OF 48TH STREET NE,6D,602,21
Stop & Frisk,11/4/17,2:45:54,AM,2017,Person,Black,Male,Not Hispanic Or Latino,800 BLOCK OF 48TH STREET NE,6D,602,24
Stop & Frisk,11/4/17,2:45:54,AM,2017,Person,Black,Male,Not Hispanic Or Latino,800 BLOCK OF 48TH STREET NE,6D,602,26
Stop & Frisk,11/4/17,2:45:54,AM,2017,Person,Black,Male,Not Hispanic Or Latino,800 BLOCK OF 48TH STREET NE,6D,602,26
Stop & Frisk,11/4/17,5:34:58,AM,2017,,,,,3200 BLOCK OF HIATT PLACE NW,3D,302,
Stop & Frisk,11/4/17,5:51:17,AM,2017,Person,Black,Male,Not Hispanic Or Latino,900 BLOCK OF VARNEY STREET SE,7D,706,39
Stop & Frisk,11/4/17,6:01:18,AM,2017,Person,Black,Male,Not Hispanic Or Latino,4500 BLOCK OF DOUGLAS STREET NE,6D,601,23
Stop & Frisk,11/4/17,2:07:51,PM,2017,Person,Black,Male,Unknown,600 BLOCK OF JEFFERSON STREET NW,4D,404,26
Stop & Frisk,11/4/17,6:15:38,PM,2017,Person,Black,Male,Not Hispanic Or Latino,4900 BLOCK OF 8TH STREET NE,4D,405,18
Stop & Frisk,11/4/17,7:25:24,PM,2017,,,,,600 BLOCK OF LAMONT STREET NW,3D,302,
Stop & Frisk,11/4/17,7:53:32,PM,2017,Person,Black,Male,Not Hispanic Or Latino,100 BLOCK OF MICHIGAN AVENUE NW,4D,405,26
Stop & Frisk,11/4/17,11:14:32,PM,2017,Person,Unknown,Female,Unknown,900 BLOCK OF 14TH STREET NW,2D,207,Unknown
Stop & Frisk,11/4/17,11:14:32,PM,2017,Person,Unknown,Unknown,Unknown,900 BLOCK OF 14TH STREET NW,2D,207,Unknown
Stop & Frisk,11/5/17,2:45:03,AM,2017,Person,Black,Male,Unknown,2100 BLOCK OF 9TH STREET NW,3D,306,25
Stop & Frisk,11/5/17,2:45:03,AM,2017,Person,Black,Male,Unknown,2100 BLOCK OF 9TH STREET NW,3D,306,25
Stop & Frisk,11/5/17,2:45:03,AM,2017,Person,Black,Male,Unknown,2100 BLOCK OF 9TH STREET NW,3D,306,25
Stop & Frisk,11/5/17,2:55:09,AM,2017,Person,Black,Male,Not Hispanic Or Latino,1100 BLOCK OF WEST VIRGINIA AVENUE NE,5D,505,31
Stop & Frisk,11/5/17,4:32:56,AM,2017,Person,Black,Male,Not Hispanic Or Latino,500 BLOCK OF HARVARD STREET NW,3D,306,21
Stop & Frisk,11/5/17,4:32:56,AM,2017,Person,Black,Male,Not Hispanic Or Latino,500 BLOCK OF HARVARD STREET NW,3D,306,27
Stop & Frisk,11/5/17,9:34:00,AM,2017,Person,Black,Male,Unknown,500 BLOCK OF H STREET NE,1D,104,36
Stop & Frisk,11/5/17,10:57:47,AM,2017,Person,Black,Male,Not Hispanic Or Latino,1200 BLOCK OF NEW JERSEY AVENUE SE,1D,106,41
Stop & Frisk,11/5/17,11:51:28,AM,2017,Person,Black,Male,Not Hispanic Or Latino,2300 BLOCK OF NEW YORK AVENUE NE,5D,503,53
Stop & Frisk,11/5/17,11:55:17,AM,2017,Person,Black,Male,Unknown,4400 BLOCK OF LIVINGSTON ROAD SE,7D,708,32
Stop & Frisk,11/5/17,12:04:03,PM,2017,Person,Black,Male,Not Hispanic Or Latino,4500 BLOCK OF BENNING ROAD SE,6D,604,35
Stop & Frisk,11/5/17,1:23:55,PM,2017,Person,Unknown,Unknown,Not Hispanic Or Latino,800 BLOCK OF 5TH STREET NW,1D,102,Juvenile
Stop & Frisk,11/5/17,6:51:35,PM,2017,Person,Black,Male,Not Hispanic Or Latino,2600 BLOCK OF EVARTS STREET NE,5D,503,24
Stop & Frisk,11/5/17,6:51:35,PM,2017,Person,Black,Female,Unknown,2600 BLOCK OF EVARTS STREET NE,5D,503,25
Stop & Frisk,11/5/17,10:04:39,PM,2017,Person,Unknown,Male,Hispanic Or Latino,600 BLOCK OF LONGFELLOW STREET NW,4D,403,20
Stop & Frisk,11/5/17,10:04:39,PM,2017,Person,White,Male,Hispanic Or Latino,600 BLOCK OF LONGFELLOW STREET NW,4D,403,Juvenile
Stop & Frisk,11/5/17,10:04:39,PM,2017,Person,Unknown,Male,Hispanic Or Latino,600 BLOCK OF LONGFELLOW STREET NW,4D,403,Unknown
Stop & Frisk,11/6/17,12:20:52,AM,2017,Person,Black,Male,Not Hispanic Or Latino,2100 BLOCK OF WEST VIRGINIA AVENUE NE,5D,507,23
Stop & Frisk,11/6/17,1:06:25,AM,2017,Person,Black,Male,Unknown,6300 BLOCK OF GEORGIA AVENUE NW,4D,402,20
Stop & Frisk,11/6/17,1:06:25,AM,2017,Person,Black,Male,Not Hispanic Or Latino,6300 BLOCK OF GEORGIA AVENUE NW,4D,402,21
Stop & Frisk,11/6/17,1:06:25,AM,2017,Person,Black,Male,Unknown,6300 BLOCK OF GEORGIA AVENUE NW,4D,402,Juvenile
Stop & Frisk,11/6/17,4:04:00,AM,2017,Person,White,Male,Not Hispanic Or Latino,1600 BLOCK OF 35TH STREET NW,2D,206,46
Stop & Frisk,11/6/17,1:34:25,PM,2017,Person,Black,Male,Not Hispanic Or Latino,300 BLOCK OF RHODE ISLAND AVENUE NW,3D,306,43
Stop & Frisk,11/6/17,4:21:46,PM,2017,Person,Black,Male,Not Hispanic Or Latino,1100 BLOCK OF CONNECTICUT AVENUE NW,2D,207,22
Stop & Frisk,11/6/17,4:50:40,PM,2017,Person,Black,Male,Not Hispanic Or Latino,1100 BLOCK OF CONNECTICUT AVENUE NW,2D,207,20
Stop & Frisk,11/6/17,5:55:04,PM,2017,Person,Black,Male,Unknown,2000 BLOCK OF GEORGIA AVENUE NW,3D,305,30
Stop & Frisk,11/6/17,6:09:39,PM,2017,Person,Black,Male,Not Hispanic Or Latino,3400 BLOCK OF GEORGIA AVENUE NW,3D,302,Juvenile
Stop & Frisk,11/6/17,6:09:39,PM,2017,Person,Black,Female,Unknown,3400 BLOCK OF GEORGIA AVENUE NW,3D,302,Juvenile
Stop & Frisk,11/6/17,6:09:39,PM,2017,Person,Black,Female,Unknown,3400 BLOCK OF GEORGIA AVENUE NW,3D,302,Juvenile
Stop & Frisk,11/6/17,9:22:54,PM,2017,Person,White,Male,Not Hispanic Or Latino,5400 BLOCK OF 16TH STREET NW,4D,403,36
Stop & Frisk,11/6/17,9:22:54,PM,2017,Person,White,Male,Hispanic Or Latino,5400 BLOCK OF 16TH STREET NW,4D,403,Juvenile
Stop & Frisk,11/6/17,9:22:54,PM,2017,Person,White,Male,Hispanic Or Latino,5400 BLOCK OF 16TH STREET NW,4D,403,Juvenile
Stop & Frisk,11/6/17,10:08:35,PM,2017,Person,Black,Male,Not Hispanic Or Latino,5400 BLOCK OF 5TH STREET NW,4D,403,18
Stop & Frisk,11/7/17,12:00:08,PM,2017,Person,Black,Male,Unknown,1200 BLOCK OF PENNSYLVANIA AVENUE SE,1D,107,24
Stop & Frisk,11/7/17,2:54:33,PM,2017,Person,Black,Male,Not Hispanic Or Latino,2400 BLOCK OF ELVANS ROAD SE,7D,703,21
Stop & Frisk,11/7/17,2:54:33,PM,2017,Person,Black,Male,Not Hispanic Or Latino,2400 BLOCK OF ELVANS ROAD SE,7D,703,21
Stop & Frisk,11/8/17,4:01:10,AM,2017,Person,Black,Male,Not Hispanic Or Latino,600 BLOCK OF NEWTON PLACE NW,4D,409,25
Stop & Frisk,11/8/17,4:01:10,AM,2017,Person,Black,Male,Unknown,600 BLOCK OF NEWTON PLACE NW,4D,409,27
Stop & Frisk,11/8/17,4:01:10,AM,2017,Person,Black,Male,Not Hispanic Or Latino,600 BLOCK OF NEWTON PLACE NW,4D,409,35
Stop & Frisk,11/8/17,4:39:03,PM,2017,Person,White,Male,Not Hispanic Or Latino,2800 BLOCK OF ALABAMA AVENUE SE,6D,606,34
Stop & Frisk,11/8/17,4:39:03,PM,2017,Person,White,Female,Not Hispanic Or Latino,2800 BLOCK OF ALABAMA AVENUE SE,6D,606,55
Stop & Frisk,11/8/17,4:39:03,PM,2017,Person,White,Female,Not Hispanic Or Latino,2800 BLOCK OF ALABAMA AVENUE SE,6D,606,61
Stop & Frisk,11/8/17,7:15:29,PM,2017,Person,Black,Male,Not Hispanic Or Latino,500 BLOCK OF RIGGS ROAD NE,4D,406,Juvenile
Stop & Frisk,11/8/17,7:15:29,PM,2017,Person,Black,Male,Not Hispanic Or Latino,500 BLOCK OF RIGGS ROAD NE,4D,406,Juvenile
Stop & Frisk,11/8/17,7:21:00,PM,2017,Person,Black,Male,Not Hispanic Or Latino,4200 BLOCK OF 6TH STREET SE,7D,708,25
Stop & Frisk,11/8/17,7:21:00,PM,2017,Person,Black,Male,Not Hispanic Or Latino,4200 BLOCK OF 6TH STREET SE,7D,708,26
Stop & Frisk,11/8/17,7:35:30,PM,2017,Person,Black,Male,Unknown,2800 BLOCK OF DENVER STREET SE,6D,606,50
Stop & Frisk,11/8/17,7:35:30,PM,2017,Person,Black,Male,Not Hispanic Or Latino,2800 BLOCK OF DENVER STREET SE,6D,606,56
Stop & Frisk,11/8/17,7:43:46,PM,2017,Person,Black,Male,Not Hispanic Or Latino,1800 BLOCK OF CORCORAN STREET NE,5D,506,24
Stop & Frisk,11/8/17,7:43:46,PM,2017,Person,Black,Male,Unknown,1800 BLOCK OF CORCORAN STREET NE,5D,506,26
Stop & Frisk,11/8/17,7:43:46,PM,2017,Person,Black,Male,Not Hispanic Or Latino,1800 BLOCK OF CORCORAN STREET NE,5D,506,32
Stop & Frisk,11/8/17,7:46:09,PM,2017,Person,Black,Male,Not Hispanic Or Latino,300 BLOCK OF DOUGLAS STREET NE,5D,505,40
Stop & Frisk,11/8/17,7:46:16,PM,2017,Person,Black,Male,Not Hispanic Or Latino,1400 BLOCK OF HOLBROOK STREET NE,1D,104,50
Stop & Frisk,11/8/17,9:07:37,PM,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF DEXTER PLACE SE,7D,703,22
Stop & Frisk,11/8/17,9:18:13,PM,2017,Person,Black,Male,Not Hispanic Or Latino,1200 BLOCK OF G STREET SE,1D,107,18
Stop & Frisk,11/8/17,9:18:13,PM,2017,Person,Black,Female,Not Hispanic Or Latino,1200 BLOCK OF G STREET SE,1D,107,19
Stop & Frisk,11/8/17,9:18:13,PM,2017,Person,Black,Male,Not Hispanic Or Latino,1200 BLOCK OF G STREET SE,1D,107,20
Stop & Frisk,11/8/17,10:13:03,PM,2017,Person,Black,Male,Not Hispanic Or Latino,4800 BLOCK OF NORTH CAPITOL STREET NE,4D,405,Juvenile
Stop & Frisk,11/8/17,11:01:28,PM,2017,Person,Black,Male,Not Hispanic Or Latino,600 BLOCK OF K STREET NE,1D,104,19
Stop & Frisk,11/8/17,11:01:28,PM,2017,Person,Black,Male,Not Hispanic Or Latino,600 BLOCK OF K STREET NE,1D,104,20
Stop & Frisk,11/8/17,11:01:28,PM,2017,Person,Black,Male,Not Hispanic Or Latino,600 BLOCK OF K STREET NE,1D,104,21
Stop & Frisk,11/8/17,11:01:28,PM,2017,Person,Black,Male,Not Hispanic Or Latino,600 BLOCK OF K STREET NE,1D,104,Juvenile
Stop & Frisk,11/9/17,4:34:30,AM,2017,Person,White,Male,Hispanic Or Latino,1000 BLOCK OF V STREET NW,3D,305,24
Stop & Frisk,11/9/17,4:34:30,AM,2017,Person,Unknown,Male,Hispanic Or Latino,1000 BLOCK OF V STREET NW,3D,305,27
