Incident_Type,date,time,ampm,Year,Data Type,Subject_Race,Subject_Sex,Subject_Ethnicity,Block Address,Incident Location District,Incident Location PSA,Age
Stop & Frisk,11/9/17,11:46:57,AM,2017,Person,Black,Male,Unknown,3100 BLOCK OF M STREET NW,2D,206,58
Stop & Frisk,11/9/17,6:40:33,PM,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF 19TH STREET NW,2D,208,20
Stop & Frisk,11/9/17,6:40:33,PM,2017,Person,Black,Female,Not Hispanic Or Latino,1300 BLOCK OF 19TH STREET NW,2D,208,22
Stop & Frisk,11/9/17,8:21:09,PM,2017,Person,Black,Male,Not Hispanic Or Latino,300 BLOCK OF I STREET NW,1D,102,21
Stop & Frisk,11/9/17,9:34:59,PM,2017,Person,Black,Male,Unknown,1100 BLOCK OF 3RD STREET SW,1D,105,30
Stop & Frisk,11/10/17,2:34:12,AM,2017,Person,Black,Male,Not Hispanic Or Latino,600 BLOCK OF G STREET SE,1D,106,30
Stop & Frisk,11/10/17,4:04:39,AM,2017,Person,White,Male,Unknown,1300 BLOCK OF PEABODY STREET NW,4D,402,21
Stop & Frisk,11/10/17,4:04:39,AM,2017,Person,White,Male,Hispanic Or Latino,1300 BLOCK OF PEABODY STREET NW,4D,402,22
Stop & Frisk,11/10/17,4:04:39,AM,2017,Person,White,Male,Hispanic Or Latino,1300 BLOCK OF PEABODY STREET NW,4D,402,24
Stop & Frisk,11/10/17,10:35:15,AM,2017,Person,Black,Male,Unknown,600 BLOCK OF 24TH STREET NE,5D,507,46
Stop & Frisk,11/10/17,10:49:14,AM,2017,Person,Black,Male,Not Hispanic Or Latino,600 BLOCK OF KENNEDY STREET NW,4D,403,28
Stop & Frisk,11/10/17,11:38:53,AM,2017,Person,Black,Male,Not Hispanic Or Latino,3800 BLOCK OF MINNESOTA AVENUE NE,6D,603,21
Stop & Frisk,11/10/17,9:07:44,PM,2017,Person,Black,Male,Not Hispanic Or Latino,3700 BLOCK OF GEORGIA AVENUE NW,4D,407,18
Stop & Frisk,11/10/17,9:07:44,PM,2017,Person,Black,Male,Not Hispanic Or Latino,3700 BLOCK OF GEORGIA AVENUE NW,4D,407,Juvenile
Stop & Frisk,11/10/17,10:04:27,PM,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF DOWNING STREET NE,5D,505,41
Stop & Frisk,11/11/17,12:17:49,AM,2017,Person,White,Male,Hispanic Or Latino,6400 BLOCK OF 9TH STREET NW,4D,402,23
Stop & Frisk,11/11/17,12:35:43,AM,2017,Person,Black,Male,Not Hispanic Or Latino,100 BLOCK OF XENIA STREET SE,7D,707,42
Stop & Frisk,11/11/17,5:00:22,AM,2017,Person,Black,Male,Not Hispanic Or Latino,4600 BLOCK OF NANNIE HELEN BURROUGHS AVENUE NE,6D,602,32
Stop & Frisk,11/11/17,5:23:28,AM,2017,Person,White,Male,Hispanic Or Latino,3700 BLOCK OF MACOMB STREET NW,2D,204,21
Stop & Frisk,11/11/17,6:54:18,AM,2017,Person,Black,Male,Unknown,900 BLOCK OF DIVISION AVENUE NE,6D,608,51
Stop & Frisk,11/11/17,8:55:46,AM,2017,,,,,6500 BLOCK OF PINEY BRANCH ROAD NW,4D,403,
Stop & Frisk,11/11/17,4:31:15,PM,2017,Person,Unknown,Male,Hispanic Or Latino,5400 BLOCK OF GEORGIA AVENUE NW,4D,403,26
Stop & Frisk,11/11/17,6:31:23,PM,2017,Person,Black,Male,Unknown,UNIT BLOCK OF N STREET NW,5D,501,60
Stop & Frisk,11/11/17,6:54:39,PM,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF GIRARD STREET NW,3D,304,42
Stop & Frisk,11/11/17,10:23:09,PM,2017,Person,Black,Male,Not Hispanic Or Latino,3500 BLOCK OF AMES STREET NE,6D,603,19
Stop & Frisk,11/11/17,10:23:09,PM,2017,Person,Black,Female,Not Hispanic Or Latino,3500 BLOCK OF AMES STREET NE,6D,603,20
Stop & Frisk,11/11/17,10:23:09,PM,2017,Person,Black,Male,Not Hispanic Or Latino,3500 BLOCK OF AMES STREET NE,6D,603,57
Stop & Frisk,11/11/17,10:56:28,PM,2017,Person,Black,Male,Unknown,3700 BLOCK OF 13TH STREET NW,4D,404,72
Stop & Frisk,11/11/17,11:23:13,PM,2017,Person,Black,Male,Unknown,700 BLOCK OF 10TH STREET NE,1D,104,24
Stop & Frisk,11/11/17,11:23:13,PM,2017,Person,Black,Male,Not Hispanic Or Latino,700 BLOCK OF 10TH STREET NE,1D,104,25
Stop & Frisk,11/12/17,12:44:56,AM,2017,Person,Black,Male,Not Hispanic Or Latino,4200 BLOCK OF BARNABY ROAD SE,7D,708,19
Stop & Frisk,11/12/17,12:44:56,AM,2017,Person,Black,Male,Unknown,4200 BLOCK OF BARNABY ROAD SE,7D,708,Juvenile
Stop & Frisk,11/12/17,1:25:52,AM,2017,Person,Black,Male,Not Hispanic Or Latino,4900 BLOCK OF G STREET SE,6D,604,20
Stop & Frisk,11/12/17,5:30:58,AM,2017,Person,Black,Male,Unknown,3900 BLOCK OF SOUTH CAPITOL STREET SE,7D,701,27
Stop & Frisk,11/12/17,4:37:59,PM,2017,Person,Black,Male,Unknown,1900 BLOCK OF 7TH STREET NW,3D,305,23
Stop & Frisk,11/12/17,11:05:58,PM,2017,Person,White,Male,Hispanic Or Latino,4300 BLOCK OF ARKANSAS AVENUE NW,4D,404,19
Stop & Frisk,11/12/17,11:05:58,PM,2017,Person,Unknown,Male,Hispanic Or Latino,4300 BLOCK OF ARKANSAS AVENUE NW,4D,404,20
Stop & Frisk,11/12/17,11:05:58,PM,2017,Person,White,Male,Hispanic Or Latino,4300 BLOCK OF ARKANSAS AVENUE NW,4D,404,Juvenile
Stop & Frisk,11/12/17,11:36:14,PM,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF HOLBROOK STREET NE,5D,506,Juvenile
Stop & Frisk,11/12/17,11:36:14,PM,2017,Person,Black,Male,Unknown,1300 BLOCK OF HOLBROOK STREET NE,5D,506,Juvenile
Stop & Frisk,11/13/17,12:06:00,AM,2017,Person,Black,Male,Not Hispanic Or Latino,400 BLOCK OF 14TH STREET NE,1D,108,24
Stop & Frisk,11/13/17,12:48:06,AM,2017,Person,Black,Male,Unknown,5400 BLOCK OF 5TH STREET NW,4D,403,Juvenile
Stop & Frisk,11/13/17,3:46:41,AM,2017,Person,Black,Male,Not Hispanic Or Latino,800 BLOCK OF CRITTENDEN STREET NE,4D,405,28
Stop & Frisk,11/13/17,5:48:07,AM,2017,Person,Black,Male,Not Hispanic Or Latino,1100 BLOCK OF U STREET NW,3D,305,55
Stop & Frisk,11/13/17,5:56:10,AM,2017,Person,Black,Male,Not Hispanic Or Latino,500 BLOCK OF 59TH STREET NE,6D,608,36
Stop & Frisk,11/13/17,1:12:19,PM,2017,Person,Black,Male,Unknown,600 BLOCK OF KENNEDY STREET NW,4D,405,47
Stop & Frisk,11/13/17,10:23:05,PM,2017,Person,Black,Male,Not Hispanic Or Latino,800 BLOCK OF OTIS PLACE NW,4D,409,Juvenile
Stop & Frisk,11/13/17,10:23:05,PM,2017,Person,Black,Male,Not Hispanic Or Latino,800 BLOCK OF OTIS PLACE NW,4D,409,Juvenile
Stop & Frisk,11/13/17,10:24:58,PM,2017,Person,Black,Male,Not Hispanic Or Latino,4600 BLOCK OF BENNING ROAD SE,6D,604,20
Stop & Frisk,11/13/17,10:24:58,PM,2017,Person,Black,Male,Unknown,4600 BLOCK OF BENNING ROAD SE,6D,604,22
Stop & Frisk,11/13/17,10:24:58,PM,2017,Person,Black,Male,Not Hispanic Or Latino,4600 BLOCK OF BENNING ROAD SE,6D,604,26
Stop & Frisk,11/14/17,12:00:07,AM,2017,Person,Black,Male,Not Hispanic Or Latino,6300 BLOCK OF PINEY BRANCH ROAD NW,4D,402,34
Stop & Frisk,11/14/17,11:40:08,AM,2017,Person,White,Male,Hispanic Or Latino,5000 BLOCK OF 2ND STREET NW,4D,407,37
Stop & Frisk,11/14/17,5:38:27,PM,2017,Person,Black,Female,Not Hispanic Or Latino,500 BLOCK OF 12TH STREET SE,1D,107,50
Stop & Frisk,11/14/17,5:38:27,PM,2017,Person,Unknown,Unknown,Unknown,500 BLOCK OF 12TH STREET SE,1D,107,Unknown
Stop & Frisk,11/14/17,9:57:55,PM,2017,Person,Black,Male,Unknown,3700 BLOCK OF GEORGIA AVENUE NW,4D,404,Juvenile
Stop & Frisk,11/14/17,10:51:19,PM,2017,Person,Black,Male,Not Hispanic Or Latino,2200 BLOCK OF 13TH STREET NW,3D,305,37
Stop & Frisk,11/15/17,1:20:26,AM,2017,Person,Unknown,Female,Unknown,2000 BLOCK OF 11TH STREET NW,3D,305,32
Stop & Frisk,11/15/17,8:03:20,AM,2017,Person,Black,Female,Unknown,2400 BLOCK OF PENNSYLVANIA AVENUE NW,2D,207,26
Stop & Frisk,11/15/17,8:03:20,AM,2017,Person,Black,Male,Unknown,2400 BLOCK OF PENNSYLVANIA AVENUE NW,2D,207,42
Stop & Frisk,11/15/17,7:58:27,PM,2017,Person,Black,Male,Not Hispanic Or Latino,4000 BLOCK OF MINNESOTA AVENUE NE,6D,602,Unknown
Stop & Frisk,11/15/17,8:32:14,PM,2017,Person,Black,Male,Unknown,4900 BLOCK OF G STREET SE,6D,604,18
Stop & Frisk,11/15/17,8:32:14,PM,2017,Person,Black,Male,Not Hispanic Or Latino,4900 BLOCK OF G STREET SE,6D,604,19
Stop & Frisk,11/15/17,8:32:14,PM,2017,Person,Black,Male,Not Hispanic Or Latino,4900 BLOCK OF G STREET SE,6D,604,20
Stop & Frisk,11/15/17,8:32:14,PM,2017,Person,Black,Male,Unknown,4900 BLOCK OF G STREET SE,6D,604,Juvenile
Stop & Frisk,11/15/17,9:01:02,PM,2017,Person,Unknown,Male,Unknown,2300 BLOCK OF 14TH STREET NE,5D,505,70
Stop & Frisk,11/15/17,10:49:03,PM,2017,Person,Black,Male,Not Hispanic Or Latino,2300 BLOCK OF GOOD HOPE COURT SE,7D,702,18
Stop & Frisk,11/15/17,11:40:04,PM,2017,,,,,1300 BLOCK OF COLUMBIA ROAD NW,3D,302,
Stop & Frisk,11/16/17,12:45:36,AM,2017,Person,Black,Male,Not Hispanic Or Latino,800 BLOCK OF I STREET SE,1D,106,39
Stop & Frisk,11/16/17,1:07:43,AM,2017,Person,Black,Male,Not Hispanic Or Latino,1200 BLOCK OF I STREET SE,1D,106,18
Stop & Frisk,11/16/17,1:07:43,AM,2017,Person,Black,Female,Not Hispanic Or Latino,1200 BLOCK OF I STREET SE,1D,106,42
Stop & Frisk,11/16/17,1:07:43,AM,2017,Person,Black,Male,Not Hispanic Or Latino,1200 BLOCK OF I STREET SE,1D,106,Juvenile
Stop & Frisk,11/16/17,2:00:17,AM,2017,Person,Black,Male,Not Hispanic Or Latino,3700 BLOCK OF HORNER PLACE SE,7D,707,Unknown
Stop & Frisk,11/16/17,5:22:14,AM,2017,Person,Black,Male,Not Hispanic Or Latino,1000 BLOCK OF 10TH STREET NE,1D,104,22
Stop & Frisk,11/16/17,6:27:34,PM,2017,Person,Black,Male,Not Hispanic Or Latino,2300 BLOCK OF 15TH STREET NE,5D,505,20
Stop & Frisk,11/16/17,7:30:56,PM,2017,,,,,2200 BLOCK OF ALABAMA AVENUE SE,7D,704,
Stop & Frisk,11/16/17,8:22:20,PM,2017,Person,Black,Male,Not Hispanic Or Latino,1100 BLOCK OF 8TH STREET SE,1D,107,18
Stop & Frisk,11/16/17,8:22:20,PM,2017,Person,Black,Male,Not Hispanic Or Latino,1100 BLOCK OF 8TH STREET SE,1D,107,Juvenile
Stop & Frisk,11/16/17,8:30:08,PM,2017,Person,Black,Male,Not Hispanic Or Latino,3800 BLOCK OF MINNESOTA AVENUE NE,6D,603,44
Stop & Frisk,11/17/17,12:27:47,AM,2017,Person,Black,Male,Not Hispanic Or Latino,300 BLOCK OF 51ST STREET NE,6D,602,23
Stop & Frisk,11/17/17,1:57:47,AM,2017,Person,Black,Male,Unknown,1100 BLOCK OF EASTERN AVENUE NE,6D,608,23
Stop & Frisk,11/17/17,11:59:54,AM,2017,Person,Black,Female,Not Hispanic Or Latino,1500 BLOCK OF U STREET SE,7D,701,43
Stop & Frisk,11/17/17,1:56:59,PM,2017,Person,Black,Male,Not Hispanic Or Latino,2200 BLOCK OF SAVANNAH STREET SE,7D,704,23
Stop & Frisk,11/17/17,2:48:29,PM,2017,Person,Black,Female,Unknown,2800 BLOCK OF ALABAMA AVENUE SE,6D,605,Juvenile
Stop & Frisk,11/17/17,2:48:29,PM,2017,Person,Black,Male,Not Hispanic Or Latino,2800 BLOCK OF ALABAMA AVENUE SE,6D,605,Juvenile
Stop & Frisk,11/17/17,10:24:14,PM,2017,Person,Black,Male,Unknown,2300 BLOCK OF 11TH STREET NW,3D,304,27
Stop & Frisk,11/17/17,10:24:14,PM,2017,Person,Black,Male,Not Hispanic Or Latino,2300 BLOCK OF 11TH STREET NW,3D,304,30
Stop & Frisk,11/17/17,10:24:14,PM,2017,Person,Unknown,Male,Unknown,2300 BLOCK OF 11TH STREET NW,3D,304,35
Stop & Frisk,11/17/17,10:49:31,PM,2017,Person,Black,Male,Not Hispanic Or Latino,4500 BLOCK OF BENNING ROAD NE,6D,608,30
Stop & Frisk,11/17/17,11:26:03,PM,2017,Person,Black,Male,Not Hispanic Or Latino,6600 BLOCK OF 4TH STREET NW,4D,401,Juvenile
Stop & Frisk,11/18/17,12:04:52,AM,2017,Person,Black,Male,Unknown,4900 BLOCK OF G STREET SE,6D,608,23
Stop & Frisk,11/18/17,12:04:52,AM,2017,Person,Black,Male,Not Hispanic Or Latino,4900 BLOCK OF G STREET SE,6D,608,28
Stop & Frisk,11/18/17,2:08:18,AM,2017,Person,Black,Male,Unknown,2900 BLOCK OF KNOX PLACE SE,7D,702,20
Stop & Frisk,11/18/17,2:19:33,AM,2017,Person,Black,Male,Not Hispanic Or Latino,2300 BLOCK OF GOOD HOPE COURT SE,7D,701,18
Stop & Frisk,11/18/17,2:19:33,AM,2017,Person,Black,Male,Not Hispanic Or Latino,2300 BLOCK OF GOOD HOPE COURT SE,7D,701,24
Stop & Frisk,11/18/17,2:19:33,AM,2017,Person,Black,Male,Not Hispanic Or Latino,2300 BLOCK OF GOOD HOPE COURT SE,7D,701,24
Stop & Frisk,11/18/17,2:38:37,AM,2017,Person,Black,Male,Unknown,2800 BLOCK OF TEXAS AVENUE SE,6D,607,32
Stop & Frisk,11/18/17,4:29:29,AM,2017,Person,Black,Male,Not Hispanic Or Latino,4800 BLOCK OF GEORGIA AVENUE NW,4D,407,21
Stop & Frisk,11/18/17,4:29:29,AM,2017,Person,Black,Male,Not Hispanic Or Latino,4800 BLOCK OF GEORGIA AVENUE NW,4D,407,36
Stop & Frisk,11/18/17,8:06:13,AM,2017,Person,Black,Male,Not Hispanic Or Latino,4000 BLOCK OF BENNING ROAD NE,6D,602,23
Stop & Frisk,11/18/17,4:22:09,PM,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF INDEPENDENCE AVENUE SE,1D,107,Juvenile
Stop & Frisk,11/18/17,4:22:09,PM,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF INDEPENDENCE AVENUE SE,1D,107,Juvenile
Stop & Frisk,11/18/17,4:25:41,PM,2017,Person,Black,Male,Not Hispanic Or Latino,600 BLOCK OF 46TH PLACE SE,6D,604,18
Stop & Frisk,11/18/17,5:24:20,PM,2017,Person,Black,Male,Unknown,1300 BLOCK OF OATES STREET NE,5D,506,33
Stop & Frisk,11/18/17,6:15:22,PM,2017,Person,Black,Male,Unknown,500 BLOCK OF NICHOLSON STREET NE,4D,406,Juvenile
Stop & Frisk,11/18/17,6:15:22,PM,2017,Person,Black,Male,Not Hispanic Or Latino,500 BLOCK OF NICHOLSON STREET NE,4D,406,Juvenile
Stop & Frisk,11/18/17,9:49:15,PM,2017,Person,Black,Male,Not Hispanic Or Latino,800 BLOCK OF 20TH STREET NE,5D,507,27
Stop & Frisk,11/18/17,10:12:57,PM,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF G STREET SE,1D,108,Juvenile
Stop & Frisk,11/18/17,10:38:37,PM,2017,Person,Black,Male,Not Hispanic Or Latino,4200 BLOCK OF 6TH STREET SE,7D,706,18
Stop & Frisk,11/18/17,11:41:37,PM,2017,Person,Black,Male,Unknown,1300 BLOCK OF PENNSYLVANIA AVENUE SE,1D,108,Juvenile
Stop & Frisk,11/19/17,12:34:07,AM,2017,Person,Black,Male,Unknown,1800 BLOCK OF 7TH STREET NW,3D,305,22
Stop & Frisk,11/19/17,1:25:40,AM,2017,Person,Black,Female,Not Hispanic Or Latino,400 BLOCK OF 8TH STREET SE,1D,107,Juvenile
Stop & Frisk,11/19/17,2:22:44,AM,2017,Person,White,Male,Unknown,2000 BLOCK OF 14TH STREET NW,3D,305,22
Stop & Frisk,11/19/17,2:22:44,AM,2017,Person,White,Male,Unknown,2000 BLOCK OF 14TH STREET NW,3D,305,25
Stop & Frisk,11/19/17,2:22:44,AM,2017,Person,White,Male,Unknown,2000 BLOCK OF 14TH STREET NW,3D,305,25
Stop & Frisk,11/19/17,3:40:14,AM,2017,Person,Black,Male,Unknown,4800 BLOCK OF FORT TOTTEN DRIVE NE,4D,405,22
Stop & Frisk,11/19/17,3:40:14,AM,2017,Person,Black,Male,Unknown,4800 BLOCK OF FORT TOTTEN DRIVE NE,4D,405,22
Stop & Frisk,11/19/17,5:38:20,AM,2017,Person,Black,Female,Not Hispanic Or Latino,600 BLOCK OF 46TH PLACE SE,6D,604,35
Stop & Frisk,11/19/17,9:07:27,AM,2017,Person,Black,Male,Unknown,5200 BLOCK OF NANNIE HELEN BURROUGHS AVENUE NE,6D,604,56
Stop & Frisk,11/19/17,7:24:17,PM,2017,Person,Black,Male,Not Hispanic Or Latino,1000 BLOCK OF NORTH CAPITOL STREET NE,1D,103,41
Stop & Frisk,11/19/17,8:07:24,PM,2017,Person,Black,Male,Unknown,4600 BLOCK OF HILLSIDE ROAD SE,6D,604,23
Stop & Frisk,11/19/17,9:38:00,PM,2017,Person,Black,Male,Unknown,3700 BLOCK OF MINNESOTA AVENUE NE,6D,603,Juvenile
Stop & Frisk,11/19/17,10:37:41,PM,2017,Person,Black,Male,Not Hispanic Or Latino,4200 BLOCK OF 6TH STREET SE,7D,708,20
Stop & Frisk,11/20/17,6:41:28,PM,2017,Person,Black,Male,Unknown,3700 BLOCK OF GEORGIA AVENUE NW,4D,404,Juvenile
Stop & Frisk,11/20/17,6:41:28,PM,2017,Person,Black,Male,Not Hispanic Or Latino,3700 BLOCK OF GEORGIA AVENUE NW,4D,404,Juvenile
Stop & Frisk,11/20/17,8:41:57,PM,2017,Person,Black,Male,Not Hispanic Or Latino,2000 BLOCK OF Q STREET NW,2D,208,45
Stop & Frisk,11/20/17,8:43:55,PM,2017,Person,White,Male,Not Hispanic Or Latino,3100 BLOCK OF K STREET NW,2D,206,71
Stop & Frisk,11/20/17,10:03:07,PM,2017,Person,Black,Male,Unknown,1300 BLOCK OF FLORIDA AVENUE NW,3D,307,51
Stop & Frisk,11/21/17,1:17:22,AM,2017,Person,Black,Male,Unknown,200 BLOCK OF 50TH STREET NE,6D,604,19
Stop & Frisk,11/21/17,3:02:03,AM,2017,Person,Black,Male,Unknown,1300 BLOCK OF GOOD HOPE ROAD SE,7D,701,44
Stop & Frisk,11/21/17,10:57:10,AM,2017,Person,Unknown,Male,Unknown,3000 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,7D,707,36
Stop & Frisk,11/21/17,11:44:06,AM,2017,Person,Black,Female,Not Hispanic Or Latino,4800 BLOCK OF GEORGIA AVENUE NW,4D,407,22
Stop & Frisk,11/21/17,1:34:39,PM,2017,Person,Black,Female,Not Hispanic Or Latino,2200 BLOCK OF PAYNE TERRACE SE,7D,701,20
Stop & Frisk,11/21/17,1:34:39,PM,2017,Person,Black,Male,Unknown,2200 BLOCK OF PAYNE TERRACE SE,7D,701,22
Stop & Frisk,11/21/17,1:34:39,PM,2017,Person,Black,Male,Unknown,2200 BLOCK OF PAYNE TERRACE SE,7D,701,23
Stop & Frisk,11/21/17,1:45:22,PM,2017,Person,Black,Male,Unknown,2100 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,7D,701,24
Stop & Frisk,11/21/17,6:28:04,PM,2017,Person,Black,Male,Unknown,4000 BLOCK OF MINNESOTA AVENUE NE,6D,602,32
Stop & Frisk,11/21/17,6:38:02,PM,2017,Person,Black,Male,Unknown,300 BLOCK OF INDIANA AVENUE NW,1D,102,41
Stop & Frisk,11/21/17,8:40:25,PM,2017,Person,White,Male,Unknown,500 BLOCK OF K STREET NW,1D,102,36
Stop & Frisk,11/21/17,10:34:14,PM,2017,Person,Black,Male,Unknown,1400 BLOCK OF 3RD STREET SW,1D,105,21
Stop & Frisk,11/21/17,10:34:14,PM,2017,Person,Black,Male,Unknown,1400 BLOCK OF 3RD STREET SW,1D,105,21
Stop & Frisk,11/21/17,10:34:14,PM,2017,Person,Black,Male,Not Hispanic Or Latino,1400 BLOCK OF 3RD STREET SW,1D,105,22
Stop & Frisk,11/21/17,11:13:43,PM,2017,Person,Unknown,Male,Unknown,4500 BLOCK OF ARKANSAS AVENUE NW,4D,404,26
Stop & Frisk,11/22/17,3:45:14,AM,2017,Person,Black,Male,Not Hispanic Or Latino,5000 BLOCK OF BENNING ROAD SE,6D,604,19
Stop & Frisk,11/22/17,4:32:10,AM,2017,Person,White,Male,Unknown,3100 BLOCK OF 39TH STREET NW,2D,204,29
Stop & Frisk,11/22/17,4:05:10,PM,2017,Person,Black,Male,Unknown,1400 BLOCK OF W STREET NW,3D,302,19
Stop & Frisk,11/22/17,4:05:10,PM,2017,Person,Black,Male,Not Hispanic Or Latino,1400 BLOCK OF W STREET NW,3D,302,22
Stop & Frisk,11/22/17,4:05:10,PM,2017,Person,Black,Female,Not Hispanic Or Latino,1400 BLOCK OF W STREET NW,3D,302,31
Stop & Frisk,11/22/17,4:05:10,PM,2017,Person,Black,Male,Not Hispanic Or Latino,1400 BLOCK OF W STREET NW,3D,302,Juvenile
Stop & Frisk,11/22/17,9:35:44,PM,2017,Person,White,Male,Hispanic Or Latino,2400 BLOCK OF 18TH STREET NW,3D,303,32
Stop & Frisk,11/22/17,11:03:49,PM,2017,Person,Black,Male,Not Hispanic Or Latino,UNIT BLOCK OF H STREET NW,1D,103,39
Stop & Frisk,11/23/17,12:13:31,AM,2017,Person,Unknown,Male,Hispanic Or Latino,7300 BLOCK OF GEORGIA AVENUE NW,4D,401,27
Stop & Frisk,11/23/17,1:40:27,AM,2017,Person,Black,Male,Unknown,1600 BLOCK OF COLUMBIA ROAD NW,3D,303,50
Stop & Frisk,11/23/17,1:40:27,AM,2017,Person,Black,Male,Unknown,1600 BLOCK OF COLUMBIA ROAD NW,3D,303,60
Stop & Frisk,11/23/17,2:39:44,AM,2017,Person,White,Male,Hispanic Or Latino,1600 BLOCK OF K STREET NW,2D,207,21
Stop & Frisk,11/23/17,2:39:44,AM,2017,Person,Black,Male,Hispanic Or Latino,1600 BLOCK OF K STREET NW,2D,207,24
Stop & Frisk,11/23/17,2:39:44,AM,2017,Person,White,Male,Hispanic Or Latino,1600 BLOCK OF K STREET NW,2D,207,24
Stop & Frisk,11/23/17,1:20:47,PM,2017,Person,White,Male,Unknown,1100 BLOCK OF NORTH CAPITOL STREET NW,1D,103,32
Stop & Frisk,11/23/17,1:20:47,PM,2017,Person,White,Female,Unknown,1100 BLOCK OF NORTH CAPITOL STREET NW,1D,103,36
Stop & Frisk,11/23/17,11:02:09,PM,2017,Person,White,Male,Hispanic Or Latino,1800 BLOCK OF COLUMBIA ROAD NW,3D,303,Juvenile
Stop & Frisk,11/23/17,11:02:09,PM,2017,Person,Unknown,Male,Hispanic Or Latino,1800 BLOCK OF COLUMBIA ROAD NW,3D,303,Juvenile
Stop & Frisk,11/23/17,11:45:30,PM,2017,Person,Black,Male,Not Hispanic Or Latino,300 BLOCK OF KENNEDY STREET NW,4D,403,19
Stop & Frisk,11/24/17,1:18:13,AM,2017,Person,White,Male,Hispanic Or Latino,1000 BLOCK OF LAMONT STREET NW,3D,302,Juvenile
Stop & Frisk,11/24/17,2:15:24,AM,2017,Person,Black,Male,Unknown,4700 BLOCK OF SOUTH CAPITOL STREET SE,7D,708,26
Stop & Frisk,11/24/17,7:07:59,AM,2017,Person,Black,Male,Unknown,UNIT BLOCK OF DUPONT CIRCLE NW,2D,208,48
Stop & Frisk,11/24/17,3:53:18,PM,2017,Person,Black,Male,Not Hispanic Or Latino,1100 BLOCK OF SUMNER ROAD SE,7D,703,Juvenile
Stop & Frisk,11/24/17,4:19:36,PM,2017,Person,Black,Male,Not Hispanic Or Latino,1400 BLOCK OF FAIRMONT STREET NW,3D,304,Juvenile
Stop & Frisk,11/24/17,5:32:59,PM,2017,Person,Black,Male,Not Hispanic Or Latino,800 BLOCK OF 7TH STREET NW,1D,102,18
Stop & Frisk,11/24/17,9:53:49,PM,2017,Person,Black,Male,Not Hispanic Or Latino,300 BLOCK OF TAYLOR STREET NE,4D,405,33
Stop & Frisk,11/25/17,4:45:20,AM,2017,Person,Black,Male,Unknown,1400 BLOCK OF K STREET NW,2D,207,29
Stop & Frisk,11/25/17,5:04:47,AM,2017,Person,Black,Male,Not Hispanic Or Latino,1800 BLOCK OF 16TH STREET NW,3D,301,21
Stop & Frisk,11/25/17,3:10:42,PM,2017,Person,Black,Male,Not Hispanic Or Latino,1600 BLOCK OF D STREET NE,1D,108,33
Stop & Frisk,11/25/17,8:04:54,PM,2017,Person,Black,Male,Not Hispanic Or Latino,1100 BLOCK OF 19TH STREET NW,2D,207,20
Stop & Frisk,11/25/17,8:20:30,PM,2017,Person,Black,Male,Not Hispanic Or Latino,800 BLOCK OF ATLANTIC STREET SE,7D,706,24
Stop & Frisk,11/25/17,8:40:02,PM,2017,Person,Black,Male,Unknown,2300 BLOCK OF AINGER PLACE SE,7D,701,Juvenile
Stop & Frisk,11/25/17,9:12:54,PM,2017,Person,Unknown,Male,Hispanic Or Latino,1800 BLOCK OF 16TH STREET NW,3D,301,21
Stop & Frisk,11/25/17,9:12:54,PM,2017,Person,Black,Male,Hispanic Or Latino,1800 BLOCK OF 16TH STREET NW,3D,301,21
Stop & Frisk,11/25/17,9:12:54,PM,2017,Person,White,Male,Hispanic Or Latino,1800 BLOCK OF 16TH STREET NW,3D,301,22
Stop & Frisk,11/25/17,9:28:43,PM,2017,Person,Black,Male,Unknown,3000 BLOCK OF 14TH STREET NW,3D,303,63
Stop & Frisk,11/26/17,4:17:59,AM,2017,Person,Asian,Female,Not Hispanic Or Latino,2100 BLOCK OF QUEENS CHAPEL ROAD NE,5D,503,26
Stop & Frisk,11/26/17,11:16:15,AM,2017,Person,Black,Male,Hispanic Or Latino,1100 BLOCK OF FLORIDA AVENUE NW,3D,305,28
Stop & Frisk,11/26/17,11:16:15,AM,2017,Person,Black,Male,Unknown,1100 BLOCK OF FLORIDA AVENUE NW,3D,305,33
Stop & Frisk,11/26/17,8:33:54,PM,2017,Person,Black,Male,Not Hispanic Or Latino,4600 BLOCK OF LIVINGSTON ROAD SE,7D,708,28
Stop & Frisk,11/26/17,8:46:21,PM,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF MORRIS ROAD SE,7D,701,Juvenile
Stop & Frisk,11/26/17,9:15:10,PM,2017,Person,Black,Male,Not Hispanic Or Latino,5400 BLOCK OF 5TH STREET NW,4D,406,29
Stop & Frisk,11/26/17,9:20:15,PM,2017,Person,Black,Male,Not Hispanic Or Latino,5400 BLOCK OF 1ST STREET NW,4D,406,20
